frame=501 farmer=8 fight=0 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=0 food=100 wood=170 stone=150 pop=9/12
frame=1001 farmer=9 fight=0 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=0 food=90 wood=65 stone=150 pop=10/16
frame=1501 farmer=10 fight=0 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=0 food=150 wood=85 stone=150 pop=11/16
frame=2001 farmer=10 fight=0 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=0 food=150 wood=115 stone=150 pop=11/16
frame=2501 farmer=10 fight=1 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=0 food=160 wood=135 stone=150 pop=12/16
frame=3001 farmer=10 fight=2 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=0 food=180 wood=15 stone=150 pop=13/16
frame=3501 farmer=10 fight=2 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=0 food=240 wood=35 stone=150 pop=13/16
frame=4001 farmer=10 fight=3 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=0 food=240 wood=25 stone=150 pop=14/16
frame=4501 farmer=10 fight=4 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=0 food=230 wood=55 stone=140 pop=15/20
frame=5001 farmer=10 fight=5 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=0 food=230 wood=75 stone=140 pop=16/20
frame=5501 farmer=10 fight=5 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=0 food=280 wood=115 stone=140 pop=16/20
frame=6001 farmer=10 fight=6 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=0 food=280 wood=105 stone=140 pop=17/20
frame=6501 farmer=10 fight=7 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=0 food=270 wood=125 stone=140 pop=18/24
frame=7001 farmer=10 fight=9 enemy=2 centerBlood=600 priestBlood=100 priestCD=16200 tower=1 farm=0 food=250 wood=135 stone=140 pop=20/24
frame=7501 farmer=10 fight=8 enemy=2 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=0 food=250 wood=135 stone=140 pop=19/24
frame=8001 farmer=10 fight=10 enemy=0 centerBlood=600 priestBlood=100 priestCD=3400 tower=1 farm=0 food=210 wood=105 stone=140 pop=21/24
frame=8501 farmer=10 fight=11 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=0 food=180 wood=95 stone=140 pop=22/28
frame=9001 farmer=10 fight=12 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=0 food=220 wood=125 stone=140 pop=23/28
frame=9501 farmer=10 fight=12 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=0 food=200 wood=145 stone=140 pop=23/32
frame=10001 farmer=10 fight=13 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=0 food=170 wood=145 stone=140 pop=24/32
frame=10501 farmer=10 fight=14 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=0 food=110 wood=15 stone=140 pop=25/32
frame=11001 farmer=11 fight=14 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=0 food=70 wood=15 stone=140 pop=26/32
frame=11501 farmer=12 fight=15 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=0 food=20 wood=45 stone=140 pop=28/32
frame=12001 farmer=12 fight=16 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=0 food=40 wood=15 stone=140 pop=29/32
frame=12501 farmer=12 fight=16 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=0 food=20 wood=55 stone=140 pop=29/36
frame=13001 farmer=12 fight=17 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=0 food=10 wood=55 stone=140 pop=30/36
frame=13501 farmer=12 fight=18 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=1 food=30 wood=20 stone=140 pop=31/36
frame=14001 farmer=12 fight=18 enemy=1 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=1 food=10 wood=20 stone=140 pop=31/36
frame=14501 farmer=13 fight=19 enemy=4 centerBlood=600 priestBlood=100 priestCD=840 tower=1 farm=1 food=10 wood=20 stone=140 pop=33/36
frame=15001 farmer=13 fight=19 enemy=3 centerBlood=600 priestBlood=100 priestCD=4520 tower=1 farm=1 food=10 wood=20 stone=140 pop=33/36
frame=15501 farmer=13 fight=18 enemy=2 centerBlood=600 priestBlood=100 priestCD=8680 tower=1 farm=1 food=10 wood=20 stone=140 pop=32/36
frame=16001 farmer=13 fight=16 enemy=1 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=1 food=10 wood=20 stone=140 pop=30/36
frame=16501 farmer=13 fight=17 enemy=0 centerBlood=600 priestBlood=100 priestCD=3600 tower=1 farm=1 food=10 wood=20 stone=140 pop=31/36
frame=17001 farmer=13 fight=17 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=1 food=10 wood=30 stone=140 pop=31/36
frame=17501 farmer=13 fight=17 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=1 food=30 wood=50 stone=140 pop=31/36
frame=18001 farmer=13 fight=17 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=1 food=20 wood=40 stone=140 pop=31/36
frame=18501 farmer=13 fight=18 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=1 food=0 wood=60 stone=150 pop=32/36
frame=19001 farmer=14 fight=18 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=2 food=30 wood=5 stone=150 pop=33/36
frame=19501 farmer=14 fight=18 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=2 food=0 wood=15 stone=150 pop=33/36
frame=20001 farmer=13 fight=19 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=2 food=10 wood=25 stone=150 pop=33/36
frame=20501 farmer=13 fight=19 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=2 food=40 wood=15 stone=150 pop=33/36
frame=21001 farmer=13 fight=19 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=2 food=20 wood=25 stone=150 pop=33/40
frame=21501 farmer=14 fight=19 enemy=3 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=2 food=10 wood=15 stone=150 pop=34/40
frame=22001 farmer=14 fight=21 enemy=8 centerBlood=600 priestBlood=100 priestCD=2360 tower=1 farm=2 food=10 wood=15 stone=150 pop=36/40
frame=22501 farmer=14 fight=21 enemy=7 centerBlood=600 priestBlood=100 priestCD=14640 tower=0 farm=2 food=10 wood=15 stone=150 pop=36/40
frame=23001 farmer=14 fight=14 enemy=8 centerBlood=600 priestBlood=100 priestCD=0 tower=0 farm=2 food=10 wood=15 stone=150 pop=29/40
frame=23501 farmer=14 fight=8 enemy=5 centerBlood=600 priestBlood=100 priestCD=9520 tower=0 farm=2 food=10 wood=15 stone=150 pop=23/40
frame=24001 farmer=14 fight=3 enemy=2 centerBlood=600 priestBlood=100 priestCD=19400 tower=0 farm=2 food=10 wood=15 stone=150 pop=18/40
frame=24501 farmer=14 fight=1 enemy=2 centerBlood=600 priestBlood=100 priestCD=0 tower=0 farm=2 food=10 wood=15 stone=150 pop=16/40
frame=25001 farmer=14 fight=0 enemy=1 centerBlood=600 priestBlood=100 priestCD=6440 tower=0 farm=2 food=10 wood=15 stone=150 pop=15/40
frame=25501 farmer=14 fight=1 enemy=0 centerBlood=600 priestBlood=100 priestCD=9360 tower=0 farm=2 food=10 wood=15 stone=0 pop=16/40
frame=26001 farmer=14 fight=1 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=0 farm=2 food=20 wood=15 stone=0 pop=16/40
frame=26501 farmer=14 fight=1 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=0 farm=2 food=0 wood=35 stone=0 pop=16/40
frame=27001 farmer=14 fight=1 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=0 farm=2 food=30 wood=45 stone=10 pop=16/40
frame=27501 farmer=14 fight=2 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=2 food=10 wood=45 stone=10 pop=17/40
frame=28001 farmer=14 fight=3 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=2 food=0 wood=55 stone=20 pop=18/40
frame=28501 farmer=14 fight=3 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=3 food=20 wood=10 stone=20 pop=18/40
frame=29001 farmer=14 fight=4 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=3 food=30 wood=20 stone=20 pop=19/40
frame=29501 farmer=14 fight=4 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=3 food=10 wood=50 stone=10 pop=19/40
frame=30001 farmer=14 fight=5 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=3 food=10 wood=50 stone=10 pop=20/40
frame=30501 farmer=14 fight=5 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=3 food=30 wood=80 stone=20 pop=20/40
frame=31001 farmer=14 fight=6 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=4 food=0 wood=15 stone=20 pop=21/40
frame=31501 farmer=14 fight=6 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=4 food=30 wood=35 stone=30 pop=21/40
frame=32001 farmer=14 fight=7 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=4 food=10 wood=35 stone=40 pop=22/40
frame=32501 farmer=14 fight=8 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=4 food=30 wood=55 stone=50 pop=23/40
frame=33001 farmer=14 fight=8 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=4 food=30 wood=65 stone=50 pop=23/40
frame=33501 farmer=14 fight=8 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=5 food=20 wood=10 stone=50 pop=23/40
frame=34001 farmer=14 fight=9 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=5 food=30 wood=10 stone=60 pop=24/40
frame=34501 farmer=14 fight=10 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=5 food=10 wood=10 stone=60 pop=25/40
frame=35001 farmer=14 fight=10 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=5 food=30 wood=20 stone=70 pop=25/40
frame=35501 farmer=14 fight=11 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=5 food=0 wood=30 stone=80 pop=26/40
frame=36001 farmer=14 fight=12 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=5 food=20 wood=50 stone=90 pop=27/40
frame=36501 farmer=14 fight=13 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=5 food=10 wood=50 stone=100 pop=28/40
frame=37001 farmer=14 fight=14 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=5 food=0 wood=60 stone=110 pop=29/40
frame=37501 farmer=14 fight=14 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=5 food=30 wood=70 stone=120 pop=29/40
frame=38001 farmer=14 fight=15 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=5 food=20 wood=90 stone=130 pop=30/40
frame=38501 farmer=14 fight=16 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=6 food=30 wood=25 stone=140 pop=31/40
frame=39001 farmer=14 fight=16 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=6 food=20 wood=15 stone=150 pop=31/40
frame=39501 farmer=14 fight=17 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=6 food=0 wood=5 stone=150 pop=32/40
frame=40001 farmer=14 fight=17 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=6 food=40 wood=35 stone=150 pop=32/40
frame=40501 farmer=14 fight=18 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=6 food=20 wood=55 stone=150 pop=33/40
frame=41001 farmer=14 fight=19 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=6 food=0 wood=55 stone=150 pop=34/40
frame=41501 farmer=14 fight=19 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=6 food=40 wood=75 stone=150 pop=34/40
frame=42001 farmer=14 fight=20 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=7 food=40 wood=10 stone=150 pop=35/40
frame=42501 farmer=14 fight=20 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=7 food=0 wood=0 stone=150 pop=35/40
frame=43001 farmer=14 fight=20 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=7 food=40 wood=20 stone=150 pop=35/40
frame=43501 farmer=14 fight=21 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=7 food=10 wood=10 stone=150 pop=36/40
frame=44001 farmer=14 fight=22 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=7 food=20 wood=20 stone=150 pop=37/40
frame=44501 farmer=14 fight=22 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=7 food=20 wood=50 stone=150 pop=37/40
frame=45001 farmer=14 fight=22 enemy=0 centerBlood=600 priestBlood=100 priestCD=0 tower=1 farm=7 food=20 wood=60 stone=150 pop=37/40
